	Stool.40	Stool.34	Stool.143	Stool.110	Stool.2	Stool.14	Stool.29	Stool.17	Stool.129	Stool.106	Stool.131	Stool.24	Stool.39	Stool.201	Stool.116	Stool.1	Stool.128	Stool.170	Stool.52	Stool.113	Stool.107	Stool.90	Stool.61	Stool.30	Stool.46	Stool.25	Stool.22	Stool.203	Stool.55	Stool.111	Stool.109	Stool.66	Stool.4	Stool.45	Stool.137	Stool.6	Stool.92	Stool.153	Stool.8	Stool.206	Stool.28	Stool.81	Stool.3	Stool.31	Stool.120	Stool.94	Stool.145	Stool.176	Stool.173	Stool.158	Tongue_dorsum.113	Tongue_dorsum.87	Tongue_dorsum.120	Tongue_dorsum.43	Tongue_dorsum.56	Tongue_dorsum.37	Tongue_dorsum.45	Tongue_dorsum.102	Tongue_dorsum.26	Tongue_dorsum.51	Tongue_dorsum.35	Tongue_dorsum.71	Tongue_dorsum.112	Tongue_dorsum.50	Tongue_dorsum.78	Tongue_dorsum.90	Tongue_dorsum.53	Tongue_dorsum.80	Tongue_dorsum.29	Tongue_dorsum.149	Tongue_dorsum.17	Tongue_dorsum.213	Tongue_dorsum.58	Tongue_dorsum.25	Tongue_dorsum.65	Tongue_dorsum.21	Tongue_dorsum.169	Tongue_dorsum.34	Tongue_dorsum.198	Tongue_dorsum.67	Tongue_dorsum.54	Tongue_dorsum.12	Tongue_dorsum.212	Tongue_dorsum.128	Tongue_dorsum.158	Tongue_dorsum.30	Tongue_dorsum.10	Tongue_dorsum.9	Tongue_dorsum.31	Tongue_dorsum.18	Tongue_dorsum.147	Tongue_dorsum.123	Tongue_dorsum.38	Tongue_dorsum.61	Tongue_dorsum.32	Tongue_dorsum.3	Tongue_dorsum.238	Tongue_dorsum.77	Tongue_dorsum.166	Tongue_dorsum.174	Supragingival_plaque.17	Supragingival_plaque.2	Supragingival_plaque.79	Supragingival_plaque.33	Supragingival_plaque.81	Supragingival_plaque.35	Supragingival_plaque.51	Supragingival_plaque.77	Supragingival_plaque.80	Supragingival_plaque.38	Supragingival_plaque.83	Supragingival_plaque.87	Supragingival_plaque.217	Supragingival_plaque.104	Supragingival_plaque.221	Supragingival_plaque.86	Supragingival_plaque.8	Supragingival_plaque.115	Supragingival_plaque.91	Supragingival_plaque.161	Supragingival_plaque.170	Supragingival_plaque.61	Supragingival_plaque.23	Supragingival_plaque.116	Supragingival_plaque.9	Supragingival_plaque.71	Supragingival_plaque.12	Supragingival_plaque.16	Supragingival_plaque.101	Supragingival_plaque.92	Supragingival_plaque.50	Supragingival_plaque.52	Supragingival_plaque.18	Supragingival_plaque.14	Supragingival_plaque.130	Supragingival_plaque.53	Supragingival_plaque.68	Supragingival_plaque.145	Supragingival_plaque.57	Supragingival_plaque.141	Supragingival_plaque.5	Supragingival_plaque.162	Supragingival_plaque.119	Supragingival_plaque.118	Supragingival_plaque.32	Supragingival_plaque.159	Supragingival_plaque.3	Supragingival_plaque.20	Supragingival_plaque.84	Supragingival_plaque.49
coenzyme_M_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coenzyme_PQQ_synthesis	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG0277	3831	4607	3946	13404	10391	11269	2822	8527	11590	10889	9455	10644	3161	12176	11267	2955	11040	10628	3754	9952	3981	10761	12021	9623	9817	9506	11235	11774	2684	10435	12930	2807	10760	11420	10452	10583	12785	10270	9436	2715	10115	3646	2430	10018	9545	10529	3338	3320	10297	8715	15982	0	13629	13911	14874	15630	15921	12280	13126	14731	0	11885	12231	12665	12259	0	0	0	12617	10272	12701	10472	0	12135	0	12737	10247	0	9041	0	0	0	8574	0	0	0	0	0	1706	0	9740	0	0	0	0	0	7083	0	7324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG0398	0	0	3	10	4906	7	4886	6729	0	0	0	0	5	14	0	4737	0	38	0	1	3	0	0	0	8153	0	0	5	766	0	3	811	1	0	0	0	1	0	0	0	0	17	0	0	0	0	0	21	0	4	29757	28360	15328	13325	16591	0	13127	17089	15241	16854	13847	12696	17007	12899	12689	17304	16035	18378	0	17083	12073	19393	16670	12143	0	11564	16649	0	17103	16687	14174	14939	16203	19128	15248	0	13023	13470	10875	13144	16937	17773	0	0	15212	14476	17186	17299	16936	16557	14393	17156	12277	14304	11076	10729	10760	8818	8700	12683	10199	11152	12986	10895	12616	9645	0	11534	10150	10594	10308	8878	7297	11010	9600	8827	7173	9293	5829	5744	7964	8030	9073	9435	8769	0	10489	8686	0	9438	8437	6749	6392	6538	9880	6574	0	8264	9942	0
COG0451	62167	5906	60855	10801	74234	81713	61407	66468	59259	71123	71525	78257	54079	58450	66172	66183	65732	73414	55373	69248	5233	62005	54526	64944	75075	63895	62773	56691	61473	68517	52127	61639	7851	54470	4611	7899	51423	4634	75501	6752	63827	58368	58523	63780	65263	67825	50850	51626	66376	64647	52673	59685	54929	48601	46753	31845	32541	43800	41745	45798	43799	45108	44218	45248	45488	39335	43105	39936	36444	37085	44213	41421	33895	34954	42436	43852	35979	42293	26827	40699	38537	50579	36047	39043	35219	41806	39921	41376	35940	40191	35449	36493	40332	37479	36055	37829	33440	19334	27206	27075	22274	33917	24949	15117	22387	30407	31187	21616	21448	27523	18439	6708	13474	6492	13271	17685	14338	13841	9022	15255	14821	6838	11881	13311	9717	6406	10851	16460	23158	22761	8987	9215	16014	9889	6772	17005	7515	6718	16284	5644	9907	11660	8676	7455	9323	11442	7929	11675	7377	10127
COG0523	54086	50610	49221	57459	73000	67833	48743	64752	67138	48836	66574	65924	45097	49880	46098	48425	44681	50772	49300	56394	51878	46325	45713	61776	58791	61157	56969	45390	48546	46227	46560	45548	46193	47055	58939	48007	46829	49745	61173	42007	50878	40903	49072	43352	53223	46938	45015	33922	41235	60967	172176	149108	126215	115139	113137	102877	105738	121086	109413	112823	90585	100107	118132	117502	100252	93217	96478	108128	111861	108289	106190	100266	97831	94067	107589	104434	105703	68798	103904	90948	99766	81363	104894	68416	86829	64438	97397	100373	78234	61160	96654	64148	63572	76277	63758	57516	100781	52931	75537	75224	113626	73774	109891	55492	99096	73692	74803	76575	76680	41052	61375	55686	66388	52710	68483	71586	50495	62897	38883	67085	65317	44854	39239	61159	30077	44844	36775	52291	63586	63038	45399	38109	51936	30815	45906	48133	35796	45571	37032	29796	32071	51104	43015	41284	34181	48840	32741	47784	33276	40330
COG1399	89743	80173	74263	72396	70724	74786	69027	65433	66477	70044	79077	72423	71602	66179	79551	68940	79046	59821	67197	77277	65101	70306	67888	73757	65545	74636	58843	63446	63531	67193	63071	64952	63884	66535	65435	63494	63034	65690	65901	59655	62403	66002	65012	61908	62475	61607	66980	61383	65402	69851	261142	219591	200165	212531	203166	174555	165313	192146	164748	158333	182977	194831	197408	185660	193909	156504	185930	163237	169372	163931	177379	172334	149939	158347	181352	174224	160403	146432	160568	160139	161842	151856	168160	143958	145909	133739	170726	177809	172207	144474	163120	137067	134757	161485	130400	112172	149000	79437	155096	154674	153610	89004	148783	93256	145910	122653	122602	107180	107207	87735	121172	97321	89561	88577	88119	115198	64980	89166	70912	105801	116783	82187	76587	85194	60384	82949	71566	66357	97236	96606	71459	71544	64882	58998	79842	78664	59851	77266	79804	76290	54027	89504	76368	78047	47938	88996	39753	77253	56756	47873
COG1565	15788	14811	6505	14911	18842	15807	16032	11373	13679	12770	18220	15388	12793	13473	12070	18063	12050	12547	5858	13055	13367	6853	12471	11257	15731	11298	6423	13136	5709	12299	6423	12363	12684	10985	10214	12378	6357	9890	14995	9162	11353	13710	14796	11311	12135	12466	6737	5322	12064	16494	44601	47005	39725	32320	32422	23607	25679	31430	30373	24863	25337	30783	30797	30954	30586	30300	26571	23917	25399	31066	29239	30955	28651	24554	23659	28532	30119	22147	30670	28364	24444	23663	29530	27446	24153	23745	22445	22570	22253	22787	25563	25354	20439	21310	23651	21827	24529	23268	27252	27152	24500	13290	21275	12405	24995	24939	24807	20096	20675	9109	24968	12056	28106	12162	24272	21213	9101	13413	10686	21831	21593	11080	8821	21285	8102	11025	8407	9701	14377	14099	10995	10514	14092	7772	9099	15741	8068	9048	15116	8363	7615	17130	15948	16083	10097	17140	8668	14431	7646	8624
COG1836	22562	13591	15103	15826	20295	19138	14382	19817	11140	19635	18450	18469	11762	17323	19580	13716	19265	19193	17949	15740	11666	17048	17186	18213	18354	17929	14144	16329	13466	18210	16519	19678	19548	13197	18035	19476	16359	18134	17122	11025	18502	10658	18975	18181	14299	17492	12392	11648	15687	16644	45058	52615	42263	39901	37893	38908	38029	36580	34951	25414	37541	35569	36018	32889	35565	34637	38765	35214	41582	32906	33633	32950	20157	39166	38032	33203	32289	38407	28622	32914	35426	25971	27516	23100	33479	36714	36008	25035	32707	34416	26953	21400	35569	34249	34579	21481	25808	31534	28928	29120	38192	18550	34377	17726	30849	27145	26814	30171	30183	13607	25769	11439	27072	11495	23215	24001	13229	24680	19223	12125	12467	11673	10409	23613	9745	11810	9643	15817	20717	20495	20276	20472	15353	9385	27096	22354	11215	26175	21906	8311	10198	18380	21184	21075	12469	18355	13188	6152	10524	13316
COG2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG2302	47034	34372	26140	47271	40639	39912	42704	38460	44349	33340	38774	38793	31677	40912	39624	40101	39219	37785	36804	38358	45282	27123	37853	35674	37030	35750	30090	39646	33821	23329	35909	33748	41593	30800	36708	41797	28592	36075	35830	20392	36804	28743	37647	36383	36056	29604	21384	20291	32902	35499	107833	110537	82634	81128	81123	81248	81848	76152	74854	81771	74458	76346	74986	79698	75641	77286	81174	77237	39758	73003	81462	74791	78091	38000	60362	71199	71549	60745	71180	72809	73968	3810	72623	59092	57413	60228	58370	39495	64070	41136	64064	32729	56665	65910	35818	5390	60671	21802	64363	64271	2690	5567	68756	2663	61962	62425	62499	58701	57065	34796	52258	2378	42681	3983	52671	50433	1679	51998	32402	57099	57240	0	2061	51528	2275	1507	2008	17124	42024	41545	2277	2303	17095	2215	31936	14019	0	31514	13794	19989	1865	39262	42203	42477	0	38858	0	1358	0	0
COG2363	30841	34813	30373	39011	37283	32848	29713	30240	35302	28498	30864	31683	25968	35157	38827	29669	38630	26727	29314	31064	35801	27997	24635	30156	28984	30090	29897	27460	21659	21121	30687	22023	36543	27883	29517	36631	30654	29468	29014	20975	30855	22935	23253	30278	29843	30277	24685	24606	26385	28376	120307	127719	96342	100552	100158	88783	89415	86887	83281	90527	83041	74194	86484	89653	74145	84127	81260	78393	80164	76261	69968	70907	76951	77222	65230	65694	74138	56242	71202	70886	78278	51949	68754	73443	73050	57390	69716	71399	83550	54874	59251	67611	52398	59026	63718	44834	68254	56291	65587	65279	65131	46583	82499	42286	74163	64125	63874	54314	55354	45787	53862	40230	49340	29632	48250	51837	40409	43809	51839	58314	57025	24498	27881	40899	26287	23880	26527	31914	41164	40366	25231	24396	31204	26459	23056	28596	25191	21038	29445	19584	23295	42768	41185	41981	25463	41650	27385	32426	23935	26502
COG2509	23672	21362	27199	17603	18961	18029	19286	18800	16878	17129	16627	17499	20977	18072	19740	19027	19446	17880	17785	15012	17195	17977	20314	15720	12440	15646	18912	17703	18475	16276	18942	18303	16763	18702	14911	16816	18727	15043	15729	20761	17211	18309	20455	16780	14348	15045	22350	15274	16100	15034	84720	89341	43922	43759	46816	43744	43824	51033	42563	47400	42744	43731	49715	43961	44406	54813	44371	54664	38293	48863	44263	50918	53899	37092	45480	43866	41502	46885	49251	53767	40818	43494	47385	46803	55306	45351	37290	37690	34100	44011	41211	43224	43725	40834	51032	42195	45619	40071	45036	44813	56005	56312	39063	54367	35084	38248	37641	31338	31350	38572	31455	35950	38330	35979	37541	29777	34270	32021	35801	33611	33320	31472	36575	30718	33563	34101	34019	29376	19307	18663	27854	27560	29094	33160	31598	27374	34172	31302	26146	32958	29126	21161	25294	25773	28667	20766	34682	23332	33488	37596
COG3146_experimental	8215	7000	6505	7231	8971	6880	6871	5881	5812	7147	7859	6572	6484	7178	5408	8610	5437	7190	5858	6801	5857	7420	6460	5474	9411	5442	6423	6996	6178	6928	6426	6040	6216	5698	6223	6068	6358	6047	6219	5829	5729	6646	5117	5497	6369	6371	6737	5322	6370	7219	27425	28588	27668	20244	19130	11621	12500	19673	18182	11559	13863	18566	19282	20786	18105	18537	12833	11879	13792	19000	17502	18605	17487	13288	11243	17028	18314	9236	19265	17412	11753	9837	18323	13779	11759	11713	12877	13108	12455	11161	15712	12519	8523	10008	11822	10882	14687	11358	16894	16765	24500	13290	9872	12405	14988	15317	15144	10405	10715	9109	16628	12056	18433	12162	14855	13531	9101	13413	10686	15242	15134	11080	8821	12758	8102	11025	8407	9701	7188	7271	10995	10514	14092	7772	9099	7210	8068	9048	7044	8363	7615	10700	8731	8757	10097	10587	8668	8264	7646	8624
COG3380_COG2907	0	0	0	0	0	0	250	0	0	0	0	0	0	0	2	0	0	849	0	0	0	0	0	0	0	0	0	0	420	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	0	3509	2850	840	1948	1950	782	2664	805	2975	2648	737	2550	2662	966	1758	952	3708	2015	2237	792	900	3338	0	2271	2037	0	737	2409	2130	0	731	725	959	0	2890	3370	2960	1839	1784	0	0	0	1282	1611	572	3062	2478	2567	0	0	0	0	0	0	0	3284	3298	0	2420	0	0	0	0	2141	0	0	0	0	0	0	0	0	0	0	0	0	2017	2054	0	0	0	0	0	1820	0	0	2042	0	0	2845	0	0	3	2780	0	0	0	0
COG3533	168263	139593	136604	127738	157325	174253	163940	210351	135112	182124	164713	168593	165246	157086	171633	148263	169647	179615	124461	137975	128486	146735	155655	156386	132224	155042	148885	154299	123232	172919	147602	122598	164199	141854	172414	164164	145871	162953	164630	145216	161914	118841	148016	159931	129688	145101	115466	132859	138002	148423	18002	16956	8317	7471	6046	6246	6173	8348	7647	4651	7369	6776	9269	7548	5705	8584	8387	8566	3716	11073	6326	17014	9309	3875	4400	6322	9021	6840	13775	8884	7954	3964	13048	7651	8320	6054	3735	4493	5744	5939	14579	7292	6319	4071	6354	5499	18043	9387	8730	8875	3813	4309	12007	4215	11090	9838	10103	12396	12312	11392	7904	10280	17620	9851	17219	7578	1816	14128	11719	16506	16758	1995	6285	13241	9362	5165	5814	8480	1985	1772	7239	7221	8273	9091	9205	3892	7198	9198	3691	9609	5906	10163	6676	6749	2975	9864	1875	10031	6991	1971
COG3760	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6839	7303	4743	4552	4820	4185	4182	5007	3777	4689	3277	4135	4996	4523	4085	4181	5004	4145	4719	3418	4259	5193	3466	4664	3848	4120	3440	4417	3327	3483	4656	5033	3165	4325	4333	4154	2900	2929	2559	4114	3858	3955	4086	3396	3527	3162	4499	3304	1108	1202	0	1785	4939	1071	4452	3762	3700	830	823	1074	3095	1118	1611	1086	1667	3015	887	959	872	682	637	507	0	828	970	575	0	889	306	295	447	527	891	776	753	1906	1023	707	1868	903	659	367	711	703	752	397	497	1808	942	0
COG4319	19672	17853	16160	19905	18266	16978	15608	16126	14405	17004	17961	16576	14443	14246	14404	17594	14284	17633	14902	16585	8106	14251	16291	14023	16617	13964	16184	13513	12261	16762	13158	11993	14976	15633	16544	14639	13030	16208	15411	12521	14962	16228	14259	15023	15697	13164	13278	7054	15292	16426	30391	31553	48349	31972	29926	14219	13899	22431	17943	14277	23661	38481	22273	38950	31189	20512	13825	13604	12587	26802	18522	21876	28836	12643	12229	18251	25904	13340	19224	28788	12741	13453	29380	14588	13161	12246	10618	10066	20316	11966	27029	13245	12195	10868	11789	10939	23220	10709	16746	16521	21363	15742	21143	12405	25424	22770	22624	16757	16995	9109	22408	8681	22250	8564	18504	18773	13955	16591	15645	24941	24863	7749	12196	15984	10857	7736	8407	8617	18012	17778	6988	6613	13157	10483	5681	6889	8068	5720	6427	6568	10221	17550	5252	5349	8090	11265	8668	9607	7646	8624
Colanic_acid_biosynthesis	46528	38911	50028	44667	54631	44186	47706	22236	35826	37742	45500	40731	42239	34569	45489	50340	45392	51726	32181	46286	32164	47041	40037	44783	51117	44187	33765	32229	37041	36273	27809	36697	39806	23354	33061	41713	27290	31719	43372	38554	34387	39852	30643	34252	42742	42946	41277	32456	45093	41748	6555	7957	1771	3095	4168	3797	3809	3263	3645	4214	1737	1714	2991	2248	1633	4620	5287	4678	1788	3027	963	2075	1346	1648	3496	1028	1519	3870	234	4758	4755	4514	1375	2474	3652	3479	4579	4711	1789	3404	1119	2289	3589	3013	1561	4878	1476	1804	1804	1804	7775	10505	2559	6203	2453	3680	3595	1024	1117	3776	1719	3125	2405	3205	2249	1738	5517	1341	2634	3983	4049	3535	6462	1246	5114	3460	5673	5655	1262	1177	3538	3715	5599	4762	1570	1209	4675	1519	1262	1836	4472	944	2309	2379	4631	792	6422	3346	4443	5160
"Cold_shock,_CspA_family_of_proteins"	0	30	125	0	0	0	1781	2167	14	0	1900	24	2	0	1480	0	1521	27	0	0	2	2	0	1244	22	1201	1654	0	1712	0	0	1671	42	0	2159	0	0	2198	43	0	123	46	1951	138	1	1	117	12	4	1730	2450	1583	2672	2057	1675	1120	1141	1296	1681	1744	1766	1923	1383	2086	2004	957	1889	944	2221	1237	1952	868	898	2018	2230	1958	1173	2061	962	874	1753	2053	869	988	1585	1796	1530	1607	1551	1708	1331	1571	1941	1110	1350	1618	1364	1491	1480	1516	4067	2092	2044	1887	1837	1704	1846	1327	2100	1566	1297	684	450	1755	391	1194	2124	1348	1259	687	358	1937	1701	1196	794	1901	1513	1301	1302	1343	1563	1575	516	655	1314	1300	1723	1291	1201	414	1656	823	1191	1082	1231	791	1555	879	1458	2097
Colonization_factor_antigen_I_fimbriae	0	0	0	5	0	3	884	2	0	0	6	2	2	9	0	0	0	89	0	2	5	0	0	2	17	1	0	4	995	0	4	1033	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commensurate_regulon_activation	0	0	0	4	0	0	334	0	0	0	2	4	0	9	0	0	0	19	0	0	0	0	0	0	9	0	0	1	585	0	0	586	0	0	0	0	4	0	0	0	0	14	0	0	0	0	0	2	0	3	72	50	8	16	18	3	0	0	0	23	0	0	0	0	0	0	474	0	0	165	0	45	0	118	0	0	152	0	0	0	389	22	0	141	395	0	16	0	0	0	0	155	0	0	3	0	19	133	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	179	0	0	0	0	0	329	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	32002	34128	32381	37520	38595	37036	33197	36207	37976	35112	34949	35689	25539	38114	38255	38640	37922	35677	29322	33964	39511	38084	25307	33545	34158	33476	30773	29777	38632	33068	29072	33197	35791	33173	32893	35950	29232	32655	33831	27954	36546	24130	34804	36244	31877	32888	26248	24937	36063	32013	132559	142777	77230	72210	85511	73820	73727	89245	70563	73235	70164	72392	87733	85203	73201	93372	85062	85892	67973	73876	83169	75214	75705	64730	68411	72801	65383	72155	70775	88653	77867	83604	69223	67995	80764	66441	78007	79127	59303	63910	73927	68386	67566	61507	65413	72122	70495	63735	54527	54257	63941	64369	71590	31481	65164	64517	63231	48245	48067	45447	48369	37644	65276	35256	64090	48615	27022	43241	38525	50797	50382	27634	22127	41180	20972	27531	20655	40992	32552	31992	35019	29722	40681	20397	19201	39765	26956	19367	38773	30266	16944	34890	35280	35594	24915	34923	21519	28826	25190	23383
Competence_in_Streptococci	29	1	0	10	14	1	0	26	0	0	0	0	0	2	1	14	0	3	1	6	1	7	0	2	1	10	5	0	1	4	0	0	2	0	6	3	3	2	2	0	4	0	14	9	4	9	0	13	0	0	20453	17347	11335	8512	6103	8597	8744	17957	5589	5955	9033	7263	17495	8630	7487	6242	8922	6155	3406	15550	7356	9730	7515	4591	5119	7299	15242	7017	21116	9227	8628	5550	20298	6861	6404	4863	3789	3677	5820	4609	15918	8744	6823	4571	5573	4273	14983	8576	9391	6765	9091	6940	12800	8577	12060	9462	9219	8969	8901	9664	9605	9281	17733	9245	17286	9747	2100	12615	9849	23362	23499	5195	3074	12132	4943	5158	2851	10315	6546	6616	8112	8125	9912	4884	7098	4776	5410	7116	4680	10439	4904	8746	8271	8586	5286	8830	2587	7362	5221	4540
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	22206	21060	19784	17915	22466	19591	21296	35616	19981	17138	26958	18670	17990	16967	17019	17302	15998	15707	17510	15257	20572	16124	17025	19941	28711	19535	17338	16195	16902	16056	16586	17325	19146	17603	23121	18979	16250	23189	14086	14130	19469	16911	15268	18512	14558	14877	19934	12652	15190	19643	62341	67730	42927	45810	56407	44063	43918	52754	53566	56627	53136	49182	51881	54252	48891	57879	44526	57101	41920	43999	43541	57618	51980	40291	50851	42561	43522	48730	55144	45870	43361	43076	51566	45068	54156	44233	35554	36598	45290	42444	43023	44441	44484	45550	52042	39954	45000	42431	45941	46687	71654	52583	42221	47862	38342	38995	38711	36917	37216	44149	34124	39842	42139	40092	40981	32110	35266	38657	37737	40305	39357	34049	37890	35615	32668	33975	35513	32104	26558	25940	31487	30638	29914	31378	32002	19376	33483	32225	19337	33570	25821	25219	28102	28807	28464	24980	33737	26906	31468	32400
Conjugative_transfer	0	0	0	250	0	0	8313	7	0	0	30	5	0	0	1	2	0	1343	0	3	2	0	0	0	738	0	0	0	273	0	6	313	0	0	0	0	7	0	0	1263	5	5	0	9	2	0	0	732	0	50	3374	1981	1870	1482	3076	1405	1356	1679	1111	3151	5958	2693	1504	1601	2803	5698	190	5798	3148	3771	818	2183	2050	3650	4005	720	3616	3596	387	2833	620	3092	62	1512	870	0	1905	1729	4153	5	49	624	3508	4550	906	2735	842	0	0	925	2628	8287	6005	5484	5447	1840	3024	797	47	929	671	3292	1533	3128	1586	688	874	925	440	689	646	5372	5075	538	2304	5709	4626	3715	452	468	679	713	3592	2396	268	3117	511	224	2340	2840	7167	1	529	503	560	23	1098	3488	3872	3448
Conjugative_transfer_related_cluster	18338	15765	22443	15854	15990	13169	21207	16121	13044	17782	14266	12636	15568	12648	13530	15306	13391	16206	13396	12199	12223	13087	15251	12962	13252	12823	13809	12487	19893	16848	14993	19818	17488	17209	12668	17527	15089	12614	12146	25198	13889	16519	21058	13653	11486	12640	18445	18963	12404	12734	24218	26739	26802	23736	17644	20801	20958	24090	15323	17590	19471	21091	24757	21895	16227	18255	18501	18173	21764	15994	22710	14212	17689	20539	20529	23225	15682	16931	10746	20830	16983	21534	10342	16488	14363	17885	23324	23444	16845	16732	10616	15238	16264	18206	14264	13869	11955	0	8035	8254	20117	20468	13292	16715	11995	14018	14086	8813	9040	10143	11566	8100	6780	8171	6707	10914	14564	7985	6479	5517	5537	8003	10541	7510	9934	176	157	10553	7066	6808	8157	7897	10610	378	5832	9885	0	5805	9658	0	12445	5166	5186	5234	11327	5269	275	8264	0	0
"Conjugative_transposon,_Bacteroidales"	208953	187829	169979	221129	186807	185823	177440	183116	201997	152295	167178	178552	164969	225667	181585	168622	177409	193818	157911	203717	199182	237050	157477	230854	157822	230528	136792	210387	120549	142425	171922	123362	137749	152293	155570	135048	172061	151461	178117	147135	199300	193313	90910	197610	181029	196930	137157	250160	176162	150933	13608	18965	6107	6704	5280	6300	6237	4325	5447	4254	4785	1473	4089	6116	1656	5329	5899	5230	3684	495	6464	1181	3177	3311	3401	6439	287	6982	972	3450	5187	6331	935	4413	7619	6164	7231	8085	4361	5790	3502	2402	6171	3236	1954	9060	291	5189	18	20	20730	37657	4243	22299	3967	3049	2178	2819	2729	16548	1204	7341	710	7421	614	1203	17858	2883	7492	6447	6287	10593	15397	2582	13956	10816	15943	9831	2512	2346	10517	10480	9618	13615	7349	1171	17205	5922	1166	13230	9486	2694	3535	3689	22510	2549	25748	9483	16338	8747
Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria	716	1328	623	546	2116	2512	2037	4254	1844	1947	1342	2344	994	807	1736	1920	1695	1311	1097	559	1677	1376	957	1513	4044	1545	1588	774	1485	1887	735	1532	2247	2192	2752	2397	696	2803	1739	1187	2019	670	1327	2043	599	1361	470	1007	830	1277	3736	4581	3213	2907	2362	0	0	2695	3276	2350	3028	2874	2599	1995	0	2770	4485	2845	3868	2775	3368	0	3348	3541	3166	3260	0	3386	0	3466	4030	3492	0	0	0	3450	4132	4473	2863	3321	2813	3386	3100	2891	4506	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085	0	0	1990	0	0	0	0	0	0	0	0	0	0	0
"Conserved_cluster_around_inner_membrane_protein_gene_yghQ,_probably_involved_in_polysaccharide_biosynthesis"	0	0	0	37	0	13	848	3	0	0	13	19	1	12	0	0	1	110	0	2	0	0	4	1	52	0	0	15	1239	0	2	1169	0	0	0	0	8	0	0	0	5	0	0	11	4	0	0	55	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
